customer_id,DistinctItems,DistinctLocations,NetSpend,DistinctCity,DistinctState,customer_contact_acquisition_date,household_has_dillards_credit_card,unsubscribed_yn,total_email_sent_count,total_email_open_count,total_email_click_count,product_email_sent_count,product_email_open_count,product_email_click_count,sale_email_sent_count,sale_email_open_count,sale_email_click_count,last_email_open_date,last_email_click_date
186246244,4,2,92.4,2,2,3/9/2009,N,N,41,1,0,34,1,0,2,0,0,5/21/2018,NULL
188934965,1,1,78,1,1,12/31/2009,N,Y,41,5,0,34,5,0,2,0,0,6/16/2018,NULL
223272549,3,1,74.23,1,1,9/9/2017,N,Y,38,0,0,34,0,0,2,0,0,NULL,NULL
201703869,3,1,46.5,1,1,4/3/2013,N,Y,40,1,0,34,1,0,2,0,0,6/3/2018,NULL
201795153,9,2,1366.3,2,2,4/9/2013,N,Y,40,14,0,35,13,0,2,0,0,6/18/2018,NULL
124267760,10,2,1101.19,2,2,12/26/1996,N,Y,39,39,39,35,35,35,2,2,2,6/30/2018,6/30/2018
136198228,26,2,768.3,2,2,7/28/2016,N,Y,44,0,0,35,0,0,2,0,0,NULL,NULL
223441110,12,2,560.65,2,2,9/21/2017,N,Y,43,16,0,35,14,0,2,0,0,6/8/2018,NULL
213267860,6,2,422.9,2,2,5/12/2015,N,Y,40,6,0,35,4,0,2,0,0,6/4/2018,NULL
225206530,7,1,274.47,1,1,3/1/2018,N,Y,38,5,1,35,5,1,2,0,0,6/18/2018,6/4/2018
213329341,7,2,266.24,2,1,5/15/2015,N,Y,37,35,0,35,33,0,2,2,0,6/30/2018,NULL
223084821,9,1,226.75,1,1,8/20/2017,N,N,37,0,0,35,0,0,2,0,0,NULL,NULL
